user_id,content_id,watch_date,watch_duration,device_type
U0176,C0427,2023-01-23,76,Mobile
U0018,C0388,2020-09-20,84,Smart TV
U0861,C0180,2023-12-28,110,Laptop
U0511,C0385,2023-11-05,44,Mobile
U0463,C0195,2023-10-02,90,Laptop
U0335,C0300,2021-03-15,29,Desktop
U0994,C0168,2023-11-12,21,Tablet
U0824,C0214,2022-12-13,4,Mobile
U0539,C0454,2021-03-28,74,Mobile
U0625,C0077,2023-06-21,62,Tablet
U0309,C0127,2023-08-08,85,Tablet
U0090,C0075,2023-03-25,118,Laptop
U0985,C0335,2022-07-10,0,Smart TV
U0067,C0322,2022-03-25,45,Tablet
U0164,C0135,2024-06-19,124,Laptop
U0363,C0467,2022-02-08,56,Smart TV
U0239,C0272,2023-01-04,50,Tablet
U0080,C0266,2022-09-23,42,Tablet
U0583,C0158,2023-10-07,70,Desktop
U0809,C0416,2023-06-28,66,Desktop
U0537,C0063,2024-01-12,22,Desktop
U0489,C0059,2023-10-04,98,Smart TV
U0779,C0240,2023-06-18,92,Laptop
U0140,C0044,2023-10-15,77,Smart TV
U0557,C0381,2024-04-14,72,Laptop
U0201,C0243,2024-06-06,31,Mobile
U0454,C0309,2022-06-14,77,Laptop
U0347,C0216,2023-03-21,59,Mobile
U0677,C0371,2023-12-14,80,Tablet
U0202,C0003,2023-09-16,38,Desktop
U0384,C0111,2021-05-26,81,Desktop
U0424,C0064,2021-12-24,29,Tablet
U0108,C0183,2022-03-04,37,Tablet
U0712,C0367,2023-10-04,84,Tablet
U0934,C0474,2023-07-28,120,Laptop
U0042,C0392,2022-10-11,67,Desktop
U0394,C0337,2020-09-30,64,Laptop
U0082,C0432,2024-04-04,47,Desktop
U0441,C0485,2023-01-21,15,Desktop
U0789,C0107,2021-09-14,107,Tablet
U0657,C0243,2024-06-19,98,Desktop
U0521,C0482,2023-07-04,74,Desktop
U0064,C0010,2021-09-21,98,Mobile
U0189,C0359,2022-12-03,63,Desktop
U0563,C0475,2022-08-16,63,Desktop
U0923,C0086,2020-12-22,118,Mobile
U0589,C0157,2022-12-10,66,Smart TV
U0344,C0380,2022-12-17,3,Smart TV
U0238,C0381,2021-12-12,61,Smart TV
U0761,C0033,2022-07-01,84,Tablet
U0388,C0062,2020-06-18,44,Desktop
U0270,C0095,2024-03-07,80,Tablet
U0967,C0312,2021-07-03,24,Mobile
U0225,C0378,2021-05-20,79,Smart TV
U0001,C0207,2024-04-13,94,Mobile
U0259,C0422,2023-06-24,87,Laptop
U0689,C0310,2024-04-16,22,Smart TV
U0342,C0321,2022-12-21,54,Laptop
U0798,C0277,2022-02-25,74,Desktop
U0731,C0444,2023-08-16,61,Tablet
U0548,C0327,2021-09-19,75,Smart TV
U0469,C0116,2023-11-23,95,Laptop
U0159,C0223,2024-03-12,68,Smart TV
U0273,C0241,2023-12-01,96,Desktop
U0336,C0148,2023-08-03,43,Smart TV
U0410,C0322,2024-02-26,76,Smart TV
U0649,C0048,2023-12-17,86,Laptop
U0963,C0174,2021-05-25,149,Smart TV
U0738,C0039,2020-10-10,51,Laptop
U0988,C0442,2020-11-26,68,Laptop
U0638,C0010,2024-06-22,43,Laptop
U0946,C0166,2023-07-14,92,Mobile
U0660,C0496,2022-06-26,102,Laptop
U0142,C0456,2022-06-24,35,Tablet
U0040,C0316,2020-09-29,23,Mobile
U0450,C0386,2022-10-22,45,Smart TV
U0485,C0217,2024-05-17,103,Smart TV
U0316,C0289,2022-09-05,20,Desktop
U0323,C0306,2023-04-20,68,Desktop
U0957,C0465,2024-06-23,70,Laptop
U0014,C0352,2022-02-07,0,Laptop
U0100,C0370,2023-11-29,35,Smart TV
U0590,C0389,2022-06-17,96,Mobile
U0564,C0167,2023-11-09,102,Mobile
U0426,C0083,2023-07-15,55,Laptop
U0790,C0331,2024-06-21,67,Mobile
U0954,C0250,2024-04-21,90,Mobile
U0732,C0341,2020-06-23,80,Laptop
U0238,C0040,2021-05-18,52,Smart TV
U0363,C0459,2021-10-05,89,Desktop
U0988,C0330,2020-11-04,34,Smart TV
U0273,C0251,2021-03-25,54,Desktop
U0891,C0303,2021-07-10,66,Laptop
U0025,C0065,2024-01-10,13,Smart TV
U0225,C0280,2022-12-12,20,Laptop
U0855,C0050,2024-05-21,59,Smart TV
U0656,C0188,2024-04-08,78,Smart TV
U0473,C0246,2024-02-11,90,Smart TV
U0944,C0319,2022-09-19,75,Mobile
U0897,C0142,2021-12-09,68,Tablet
U0902,C0196,2022-10-08,65,Laptop
U0612,C0018,2023-03-08,81,Tablet
U0363,C0291,2022-08-12,36,Laptop
U0642,C0184,2022-12-05,54,Tablet
U0077,C0045,2022-11-29,74,Laptop
U0181,C0412,2022-11-10,43,Mobile
U0031,C0488,2022-11-01,87,Smart TV
U0666,C0080,2023-01-01,56,Laptop
U0406,C0224,2023-11-24,54,Tablet
U0115,C0460,2022-07-05,57,Laptop
U0308,C0295,2024-03-26,67,Mobile
U0681,C0046,2023-03-03,50,Smart TV
U0399,C0164,2024-02-17,74,Tablet
U0196,C0195,2023-05-26,44,Smart TV
U0907,C0364,2023-12-28,43,Laptop
U0318,C0257,2024-03-24,48,Laptop
U0151,C0076,2023-04-21,63,Smart TV
U0126,C0405,2024-01-04,124,Desktop
U0022,C0429,2021-11-01,84,Smart TV
U0015,C0347,2024-06-11,60,Smart TV
U0062,C0483,2023-02-13,36,Mobile
U0011,C0110,2023-08-23,68,Tablet
U0407,C0076,2022-06-06,48,Desktop
U0553,C0169,2023-09-15,67,Smart TV
U0389,C0410,2023-04-12,101,Smart TV
U0395,C0215,2023-10-30,34,Desktop
U0539,C0340,2021-03-27,42,Desktop
U0230,C0055,2024-03-26,82,Laptop
U0840,C0457,2022-12-20,68,Tablet
U0196,C0427,2023-12-08,44,Laptop
U0566,C0030,2024-06-30,47,Tablet
U0320,C0266,2023-04-16,41,Desktop
U0526,C0244,2023-10-12,75,Laptop
U0920,C0461,2020-11-05,45,Mobile
U0958,C0452,2021-04-10,104,Laptop
U0316,C0451,2021-09-22,13,Desktop
U0636,C0074,2024-03-28,13,Tablet
U0806,C0358,2023-06-25,74,Desktop
U0886,C0151,2021-02-27,48,Smart TV
U0357,C0449,2023-04-04,77,Smart TV
U0362,C0085,2024-01-02,85,Tablet
U0991,C0478,2022-08-17,72,Laptop
U0526,C0287,2023-06-22,88,Desktop
U0198,C0202,2023-06-13,96,Mobile
U0181,C0223,2021-05-06,44,Mobile
U0004,C0436,2023-12-10,114,Tablet
U0360,C0049,2024-04-25,61,Smart TV
U0532,C0434,2022-10-14,84,Desktop
U0266,C0016,2023-11-26,17,Tablet
U0546,C0217,2023-06-08,49,Desktop
U0979,C0348,2024-02-09,80,Laptop
U0353,C0198,2023-06-02,103,Desktop
U0234,C0151,2020-12-16,65,Smart TV
U0112,C0199,2022-01-29,37,Smart TV
U0253,C0387,2023-08-19,56,Tablet
U0230,C0134,2023-09-23,71,Smart TV
U0089,C0263,2023-03-19,82,Desktop
U0604,C0253,2023-02-09,59,Tablet
U0217,C0488,2023-12-18,71,Laptop
U0545,C0129,2024-06-08,28,Mobile
U0369,C0299,2023-04-15,73,Laptop
U0761,C0164,2021-02-22,110,Laptop
U0850,C0176,2023-09-19,69,Tablet
U0705,C0270,2024-01-05,45,Tablet
U0460,C0466,2023-05-17,65,Smart TV
U0704,C0018,2024-06-28,40,Tablet
U0968,C0138,2024-03-29,14,Smart TV
U0582,C0284,2023-05-03,101,Laptop
U0183,C0272,2023-03-07,58,Desktop
U0208,C0025,2023-11-13,48,Desktop
U0813,C0340,2024-03-11,85,Smart TV
U0248,C0340,2024-02-17,44,Laptop
U0060,C0092,2024-05-22,129,Laptop
U0399,C0115,2023-07-18,73,Laptop
U0629,C0208,2022-06-04,87,Tablet
U0867,C0037,2023-03-15,59,Mobile
U0324,C0487,2024-06-10,38,Desktop
U0727,C0500,2024-04-05,32,Laptop
U0830,C0084,2023-11-07,7,Laptop
U0240,C0491,2023-09-20,130,Tablet
U0615,C0138,2021-04-07,9,Tablet
U0510,C0078,2021-03-05,66,Desktop
U0337,C0174,2023-04-17,40,Laptop
U0054,C0040,2023-10-05,104,Desktop
U0870,C0372,2021-11-01,40,Desktop
U0735,C0281,2022-07-12,100,Desktop
U0058,C0086,2023-12-01,63,Desktop
U0568,C0365,2021-10-13,3,Smart TV
U0415,C0184,2022-12-09,66,Laptop
U0206,C0159,2023-07-10,99,Mobile
U0432,C0126,2020-12-13,51,Smart TV
U0568,C0359,2022-02-23,41,Tablet
U0994,C0292,2023-10-05,76,Desktop
U0050,C0075,2023-11-13,17,Mobile
U0128,C0051,2023-01-08,77,Laptop
U0916,C0012,2023-03-03,50,Tablet
U0727,C0338,2022-01-17,32,Tablet
U0774,C0352,2024-06-06,63,Smart TV
U0850,C0112,2024-06-12,73,Smart TV
U0282,C0062,2021-05-29,57,Mobile
U1000,C0437,2024-04-25,81,Mobile
U0786,C0373,2023-02-21,67,Mobile
U0589,C0373,2023-04-06,24,Laptop
U0854,C0154,2022-10-12,50,Desktop
U0493,C0415,2023-08-16,54,Smart TV
U0747,C0151,2024-03-20,48,Smart TV
U0381,C0322,2022-04-16,56,Laptop
U0112,C0091,2024-01-31,81,Laptop
U0711,C0203,2023-07-29,118,Laptop
U0184,C0091,2024-03-02,66,Smart TV
U0552,C0407,2022-12-15,75,Mobile
U0140,C0136,2023-12-12,72,Mobile
U0191,C0286,2024-06-04,70,Mobile
U0355,C0025,2024-01-30,123,Tablet
U0704,C0059,2024-01-27,55,Smart TV
U0260,C0235,2024-03-06,40,Tablet
U0604,C0476,2023-05-28,125,Smart TV
U0075,C0119,2024-01-10,80,Desktop
U0738,C0019,2024-05-12,25,Desktop
U0110,C0436,2021-11-29,83,Smart TV
U0840,C0177,2024-06-07,42,Tablet
U0635,C0284,2024-06-03,72,Smart TV
U0462,C0469,2023-06-23,80,Laptop
U0152,C0098,2023-02-04,41,Mobile
U0276,C0377,2021-11-14,0,Tablet
U0130,C0391,2024-02-29,26,Laptop
U0453,C0238,2023-12-17,22,Laptop
U0619,C0194,2024-06-28,37,Desktop
U0459,C0086,2024-04-27,38,Mobile
U0481,C0045,2022-04-23,100,Tablet
U0991,C0344,2023-11-28,72,Desktop
U0930,C0263,2022-01-02,80,Laptop
U0292,C0116,2024-03-25,73,Laptop
U0479,C0359,2023-03-18,38,Tablet
U0206,C0080,2024-06-10,61,Tablet
U0358,C0278,2022-08-16,14,Laptop
U0681,C0401,2022-06-08,39,Mobile
U0464,C0132,2020-11-18,100,Tablet
U0162,C0414,2023-12-04,59,Mobile
U0076,C0411,2023-08-29,84,Mobile
U0565,C0400,2023-01-09,90,Tablet
U0067,C0408,2023-07-12,92,Smart TV
U0369,C0271,2023-10-20,5,Tablet
U0039,C0481,2021-07-25,100,Desktop
U0301,C0260,2024-03-23,96,Smart TV
U0842,C0301,2023-05-25,60,Smart TV
U0262,C0177,2023-05-26,60,Tablet
U0202,C0211,2020-10-15,93,Smart TV
U0162,C0394,2023-05-31,49,Desktop
U0186,C0267,2024-03-16,39,Desktop
U0453,C0137,2023-07-14,88,Mobile
U0409,C0326,2024-05-30,55,Smart TV
U0210,C0499,2021-11-30,51,Tablet
U0460,C0108,2022-12-24,81,Tablet
U0407,C0492,2024-06-16,0,Laptop
U0983,C0247,2023-06-28,59,Mobile
U0245,C0403,2023-08-17,30,Mobile
U0592,C0345,2021-08-26,108,Laptop
U0719,C0377,2022-02-11,37,Mobile
U0429,C0461,2023-03-19,60,Smart TV
U0920,C0267,2023-12-25,71,Smart TV
U0930,C0194,2022-06-30,80,Laptop
U0641,C0173,2021-10-18,9,Smart TV
U0381,C0034,2021-12-01,82,Mobile
U0214,C0008,2021-07-11,30,Desktop
U0681,C0450,2023-12-26,0,Smart TV
U0541,C0063,2023-07-24,53,Mobile
U0344,C0152,2024-06-02,33,Smart TV
U0390,C0446,2022-08-18,98,Mobile
U0273,C0241,2024-05-22,61,Laptop
U0980,C0287,2024-03-30,27,Laptop
U0761,C0460,2023-12-14,58,Tablet
U0465,C0245,2024-02-11,76,Smart TV
U0505,C0491,2023-09-21,45,Tablet
U0826,C0023,2024-03-20,69,Desktop
U0140,C0124,2023-09-26,60,Tablet
U0301,C0459,2024-02-20,40,Smart TV
U0196,C0384,2024-01-03,100,Laptop
U0751,C0419,2023-10-21,23,Smart TV
U0866,C0286,2021-08-01,110,Laptop
U0754,C0276,2022-12-10,71,Desktop
U0378,C0012,2021-11-23,64,Laptop
U0606,C0249,2024-01-15,45,Smart TV
U0981,C0018,2024-04-09,58,Laptop
U0484,C0383,2021-09-25,72,Smart TV
U0278,C0351,2023-08-02,102,Mobile
U0697,C0026,2024-05-19,63,Laptop
U0856,C0273,2022-10-09,40,Mobile
U0082,C0057,2024-03-23,37,Tablet
U0228,C0095,2023-12-31,42,Desktop
U0843,C0115,2022-08-26,81,Tablet
U0791,C0196,2024-04-13,48,Laptop
U0548,C0447,2022-09-01,31,Tablet
U0048,C0174,2023-06-01,54,Tablet
U0495,C0100,2024-04-18,61,Smart TV
U0400,C0476,2021-07-04,77,Desktop
U0847,C0410,2024-03-10,48,Smart TV
U0389,C0065,2024-05-26,114,Smart TV
U0071,C0200,2024-06-24,96,Desktop
U0566,C0017,2021-09-21,43,Laptop
U0576,C0460,2024-06-16,23,Tablet
U0765,C0256,2022-11-24,58,Laptop
U0730,C0381,2024-06-30,55,Laptop
U0358,C0208,2024-06-16,63,Laptop
U0997,C0072,2024-06-25,45,Desktop
U0912,C0365,2022-08-09,97,Tablet
U0649,C0369,2024-05-22,92,Laptop
U0141,C0072,2023-10-25,81,Tablet
U0155,C0379,2021-04-26,80,Laptop
U0802,C0221,2023-07-07,83,Desktop
U0615,C0291,2023-08-01,38,Laptop
U0853,C0246,2022-10-28,110,Mobile
U0632,C0404,2023-11-10,102,Mobile
U0732,C0136,2022-01-13,67,Tablet
U0152,C0334,2021-09-19,35,Mobile
U0222,C0427,2021-12-03,57,Smart TV
U0421,C0397,2022-10-20,98,Laptop
U0717,C0046,2023-03-16,62,Desktop
U0095,C0150,2023-02-22,91,Desktop
U0540,C0304,2021-10-08,73,Smart TV
U0124,C0156,2024-06-24,41,Laptop
U0305,C0090,2023-08-08,64,Mobile
U0272,C0097,2023-03-04,28,Tablet
U0506,C0104,2023-05-12,63,Laptop
U0943,C0301,2024-05-08,40,Laptop
U0838,C0158,2021-08-16,27,Mobile
U0809,C0448,2023-10-01,111,Desktop
U0367,C0463,2023-10-06,96,Mobile
U0629,C0200,2022-01-25,21,Laptop
U0063,C0217,2023-10-26,118,Mobile
U0630,C0059,2023-08-13,63,Tablet
U0920,C0402,2022-09-12,23,Desktop
U0951,C0368,2023-06-04,78,Desktop
U0227,C0324,2023-07-05,31,Desktop
U0667,C0193,2023-04-25,72,Smart TV
U0612,C0039,2023-04-12,46,Laptop
U0696,C0467,2023-03-29,73,Desktop
U0244,C0038,2022-09-30,84,Laptop
U0810,C0098,2023-04-18,41,Smart TV
U0683,C0198,2024-04-03,29,Tablet
U0749,C0347,2024-06-14,100,Tablet
U0274,C0062,2022-07-19,43,Tablet
U0995,C0347,2023-08-02,84,Mobile
U0068,C0050,2020-06-06,78,Tablet
U0986,C0460,2023-10-07,77,Desktop
U0634,C0461,2023-11-24,73,Smart TV
U0879,C0018,2024-03-07,44,Tablet
U0809,C0326,2022-09-17,80,Tablet
U0278,C0398,2023-12-23,46,Desktop
U0436,C0312,2023-12-16,69,Desktop
U0700,C0410,2023-03-21,75,Desktop
U0673,C0212,2023-04-14,35,Mobile
U0845,C0366,2021-08-17,62,Mobile
U0534,C0328,2024-02-21,120,Smart TV
U0335,C0420,2023-03-11,59,Smart TV
U0511,C0342,2023-11-15,61,Desktop
U0521,C0445,2023-09-21,38,Mobile
U0853,C0032,2022-10-24,122,Tablet
U0062,C0195,2022-04-09,87,Desktop
U0594,C0381,2024-03-21,75,Desktop
U0589,C0444,2023-10-17,9,Laptop
U0792,C0099,2023-06-25,47,Tablet
U0602,C0414,2023-10-02,113,Tablet
U0231,C0483,2022-11-06,91,Tablet
U0433,C0291,2024-03-23,49,Smart TV
U0954,C0347,2023-12-27,15,Laptop
U0306,C0079,2023-06-06,67,Smart TV
U0510,C0449,2024-05-08,50,Tablet
U0280,C0464,2021-03-28,3,Tablet
U0245,C0174,2023-05-18,99,Tablet
U0672,C0209,2023-08-26,78,Mobile
U0485,C0069,2024-02-26,64,Smart TV
U0253,C0056,2024-01-25,34,Smart TV
U0112,C0109,2021-05-12,50,Laptop
U0956,C0173,2021-06-08,55,Smart TV
U0098,C0311,2023-12-15,32,Desktop
U0469,C0453,2024-02-08,70,Tablet
U0198,C0333,2024-03-20,103,Tablet
U0190,C0076,2023-01-15,48,Smart TV
U0442,C0264,2024-05-03,90,Laptop
U0901,C0149,2023-02-17,59,Tablet
U0173,C0377,2024-01-07,43,Desktop
U0698,C0336,2023-07-10,39,Laptop
U0336,C0207,2024-01-19,76,Mobile
U0321,C0052,2022-02-02,112,Desktop
U0945,C0292,2023-06-29,120,Smart TV
U0754,C0455,2022-03-30,92,Smart TV
U0266,C0219,2022-04-01,40,Tablet
U0312,C0189,2021-08-16,58,Tablet
U0514,C0116,2022-07-24,44,Smart TV
U0198,C0166,2024-03-02,69,Laptop
U0499,C0304,2024-01-15,89,Desktop
U0318,C0395,2021-11-09,11,Mobile
U0646,C0314,2020-09-24,45,Laptop
U0390,C0414,2023-09-26,87,Desktop
U0913,C0435,2023-06-01,44,Tablet
U0311,C0460,2024-03-06,83,Desktop
U0638,C0341,2024-02-05,90,Laptop
U0131,C0044,2022-07-25,0,Laptop
U0617,C0277,2024-06-23,45,Mobile
U0334,C0260,2024-03-30,93,Smart TV
U0239,C0228,2022-10-06,3,Desktop
U0803,C0148,2023-06-16,94,Smart TV
U0068,C0189,2022-03-30,8,Tablet
U0530,C0188,2021-09-29,48,Tablet
U0471,C0390,2024-02-01,79,Desktop
U0780,C0268,2024-06-09,104,Smart TV
U0338,C0389,2024-03-24,104,Mobile
U0462,C0463,2024-02-07,100,Desktop
U0384,C0180,2021-11-25,65,Mobile
U0788,C0219,2023-09-01,117,Desktop
U0163,C0242,2023-04-24,90,Smart TV
U0053,C0081,2022-09-27,19,Desktop
U0416,C0313,2024-03-29,64,Smart TV
U0870,C0449,2024-03-09,117,Desktop
U0126,C0137,2024-02-15,100,Mobile
U0875,C0470,2021-02-22,73,Laptop
U0420,C0309,2023-02-12,73,Laptop
U0802,C0031,2021-12-31,45,Mobile
U0599,C0441,2024-05-23,120,Laptop
U0467,C0037,2021-05-21,42,Smart TV
U0258,C0090,2024-06-07,102,Smart TV
U0767,C0331,2024-01-08,66,Smart TV
U0964,C0274,2022-12-15,81,Smart TV
U0442,C0467,2023-03-03,16,Tablet
U0050,C0406,2024-05-17,41,Desktop
U0750,C0493,2023-04-21,75,Mobile
U0591,C0200,2024-03-19,85,Mobile
U0823,C0124,2023-06-18,41,Tablet
U0009,C0380,2024-02-06,80,Tablet
U0688,C0115,2022-12-05,83,Laptop
U0008,C0206,2023-10-06,102,Desktop
U0523,C0484,2022-10-26,102,Tablet
U0194,C0448,2022-09-05,106,Smart TV
U0752,C0117,2022-11-19,29,Laptop
U0948,C0396,2021-01-06,70,Laptop
U0831,C0373,2021-11-07,31,Smart TV
U0312,C0156,2022-05-21,48,Mobile
U0223,C0342,2023-06-02,66,Laptop
U0657,C0353,2022-11-03,48,Tablet
U0647,C0296,2022-08-18,5,Smart TV
U0358,C0116,2022-08-31,88,Laptop
U0872,C0205,2023-12-23,33,Desktop
U0070,C0329,2022-10-01,43,Desktop
U0643,C0306,2024-02-23,82,Smart TV
U0826,C0324,2023-11-18,7,Mobile
U0095,C0433,2023-10-09,0,Desktop
U0108,C0062,2021-12-23,31,Mobile
U0268,C0480,2024-02-22,49,Laptop
U0148,C0465,2023-02-19,82,Tablet
U0892,C0397,2023-10-22,78,Mobile
U0958,C0206,2021-02-01,1,Smart TV
U0240,C0437,2024-01-13,106,Tablet
U0483,C0379,2023-09-17,57,Smart TV
U0783,C0410,2024-06-12,34,Smart TV
U0077,C0013,2022-09-08,38,Desktop
U0959,C0216,2022-12-05,67,Desktop
U0703,C0106,2024-04-22,36,Desktop
U0053,C0030,2022-08-28,44,Mobile
U0353,C0500,2021-08-27,74,Desktop
U0160,C0470,2023-10-03,10,Smart TV
U0121,C0456,2024-02-07,74,Laptop
U0477,C0346,2021-11-14,54,Desktop
U0335,C0080,2021-04-24,111,Desktop
U0457,C0350,2024-03-27,52,Smart TV
U0936,C0438,2023-11-11,78,Smart TV
U0369,C0264,2023-11-21,78,Laptop
U0983,C0145,2024-01-25,69,Laptop
U0106,C0348,2022-12-15,104,Smart TV
U0624,C0084,2023-05-30,38,Smart TV
U0280,C0326,2022-05-22,0,Smart TV
U0565,C0010,2024-06-02,19,Smart TV
U0974,C0293,2024-01-11,72,Laptop
U0026,C0153,2022-05-31,111,Smart TV
U0605,C0439,2021-05-03,80,Laptop
U0970,C0095,2022-11-22,103,Smart TV
U0205,C0486,2024-03-01,101,Desktop
U0391,C0442,2020-11-19,67,Tablet
U0029,C0325,2023-10-10,2,Smart TV
U0056,C0001,2024-05-02,51,Smart TV
U0573,C0119,2023-08-07,85,Desktop
U0056,C0075,2023-12-22,15,Laptop
U0270,C0360,2024-04-01,51,Laptop
U0595,C0208,2023-03-26,66,Mobile
U0004,C0290,2024-01-23,115,Tablet
U0851,C0395,2021-06-24,81,Tablet
U0805,C0094,2021-04-26,58,Tablet
U0944,C0437,2024-02-25,70,Mobile
U0456,C0473,2023-12-25,72,Tablet
U0206,C0465,2023-01-23,65,Tablet
U0156,C0282,2021-07-30,33,Smart TV
U0810,C0230,2023-01-06,64,Smart TV
U0024,C0037,2023-10-27,33,Smart TV
U0479,C0061,2023-05-27,77,Smart TV
U0269,C0139,2023-03-02,52,Mobile
U0983,C0100,2023-11-17,99,Mobile
U0064,C0334,2023-04-12,23,Mobile
U0544,C0053,2023-03-28,67,Mobile
U0358,C0075,2023-04-12,67,Tablet
U0665,C0023,2023-12-20,109,Mobile
U0083,C0243,2024-04-26,60,Mobile
U0438,C0442,2022-01-06,99,Smart TV
U0826,C0330,2023-10-14,25,Smart TV
U0648,C0291,2024-01-20,115,Smart TV
U0304,C0454,2024-05-25,47,Tablet
U0066,C0400,2022-06-26,93,Laptop
U0090,C0026,2022-11-23,48,Mobile
U0920,C0332,2021-12-07,44,Mobile
U0909,C0014,2023-08-03,22,Tablet
U0245,C0471,2024-03-09,43,Mobile
U0808,C0327,2024-04-12,63,Mobile
U0950,C0035,2020-11-30,114,Desktop
U0879,C0351,2024-04-19,18,Smart TV
U0407,C0353,2022-08-22,92,Desktop
U0229,C0214,2022-09-20,36,Tablet
U0376,C0182,2022-08-29,18,Mobile
U0860,C0185,2024-02-03,83,Laptop
U0628,C0158,2023-11-25,54,Smart TV
U0917,C0218,2022-10-15,9,Tablet
U0921,C0357,2022-05-04,60,Laptop
U0501,C0399,2020-07-14,74,Desktop
U0594,C0481,2023-12-10,97,Laptop
U0025,C0475,2024-06-03,0,Smart TV
U0717,C0200,2021-07-29,64,Mobile
U0186,C0466,2023-10-02,4,Smart TV
U0476,C0382,2020-10-26,61,Mobile
U0631,C0059,2023-03-12,52,Desktop
U0048,C0166,2022-03-16,36,Laptop
U0317,C0498,2022-04-15,38,Laptop
U0882,C0432,2022-08-28,125,Smart TV
U0798,C0435,2024-01-24,53,Desktop
U0413,C0144,2021-03-23,30,Desktop
U0703,C0088,2023-01-01,29,Laptop
U0066,C0359,2024-01-01,33,Smart TV
U0180,C0023,2022-09-21,11,Desktop
U0927,C0129,2023-03-15,61,Mobile
U0094,C0302,2022-04-28,22,Mobile
U0922,C0224,2022-01-12,115,Smart TV
U0193,C0313,2023-05-27,43,Tablet
U0104,C0312,2022-02-09,7,Tablet
U0949,C0328,2021-09-13,97,Desktop
U0681,C0202,2023-10-18,23,Tablet
U0339,C0161,2024-01-15,76,Smart TV
U0960,C0279,2024-03-19,90,Tablet
U0707,C0284,2022-07-26,72,Tablet
U0697,C0143,2024-02-29,51,Tablet
U0483,C0143,2024-02-16,68,Mobile
U0805,C0122,2022-10-19,50,Tablet
U0745,C0099,2024-01-10,50,Smart TV
U0909,C0378,2024-05-06,90,Mobile
U0778,C0045,2023-12-26,34,Smart TV
U0477,C0212,2023-11-26,49,Laptop
U0985,C0131,2022-03-26,15,Tablet
U0029,C0280,2023-06-04,43,Mobile
U0673,C0468,2021-03-18,122,Tablet
U0388,C0246,2023-01-22,26,Smart TV
U0836,C0484,2021-06-08,73,Smart TV
U0081,C0094,2022-12-14,51,Laptop
U0177,C0284,2024-05-01,102,Desktop
U0901,C0274,2023-06-27,9,Tablet
U0730,C0389,2022-05-12,15,Tablet
U0477,C0458,2022-11-30,128,Desktop
U0583,C0350,2024-03-28,62,Mobile
U0916,C0039,2023-05-17,36,Mobile
U0105,C0424,2023-11-20,81,Smart TV
U0575,C0198,2023-08-20,67,Desktop
U0802,C0266,2021-11-27,73,Mobile
U0643,C0330,2021-12-19,53,Laptop
U0732,C0249,2022-04-03,53,Smart TV
U0556,C0285,2023-11-16,49,Laptop
U0162,C0344,2023-02-21,48,Desktop
U0010,C0276,2024-04-14,95,Smart TV
U0842,C0176,2024-01-31,29,Tablet
U0920,C0206,2023-07-08,64,Tablet
U0626,C0151,2023-05-22,23,Smart TV
U0019,C0275,2024-06-06,65,Desktop
U0915,C0407,2023-03-24,52,Desktop
U0212,C0380,2024-04-12,51,Mobile
U0805,C0414,2023-12-27,43,Laptop
U0874,C0283,2023-01-14,35,Laptop
U0736,C0351,2022-11-13,58,Laptop
U0876,C0325,2023-11-16,0,Mobile
U0699,C0010,2024-02-14,91,Desktop
U0348,C0038,2024-06-21,66,Laptop
U0047,C0015,2023-06-18,58,Mobile
U0269,C0282,2023-09-08,59,Laptop
U0999,C0016,2023-01-20,26,Smart TV
U0036,C0019,2024-05-03,70,Mobile
U0645,C0188,2024-06-19,110,Tablet
U0754,C0330,2020-09-03,73,Laptop
U0210,C0242,2022-04-13,78,Laptop
U0606,C0185,2023-08-09,76,Desktop
U0970,C0189,2023-04-27,62,Smart TV
U0281,C0183,2021-09-02,26,Desktop
U0412,C0146,2023-11-08,121,Laptop
U0419,C0082,2023-04-19,112,Mobile
U0998,C0376,2024-04-18,102,Mobile
U0867,C0094,2023-04-10,39,Desktop
U0968,C0177,2024-01-28,88,Smart TV
U0473,C0442,2024-03-30,21,Laptop
U0994,C0344,2023-10-09,35,Smart TV
U0454,C0490,2023-08-04,63,Smart TV
U0893,C0071,2024-01-02,72,Laptop
U0972,C0321,2024-03-25,41,Laptop
U0076,C0369,2023-05-06,18,Tablet
U0360,C0082,2024-06-01,88,Mobile
U0666,C0232,2021-02-18,72,Smart TV
U0191,C0122,2023-03-06,82,Smart TV
U0577,C0012,2020-09-20,88,Desktop
U0599,C0462,2023-11-15,56,Laptop
U0610,C0321,2020-10-12,67,Tablet
U0802,C0223,2023-04-08,56,Tablet
U0093,C0221,2023-07-02,109,Mobile
U0904,C0374,2023-12-25,45,Tablet
U0839,C0419,2024-02-25,104,Tablet
U0708,C0379,2024-01-27,32,Desktop
U0281,C0324,2023-02-10,40,Mobile
U0754,C0015,2023-04-29,80,Laptop
U0455,C0337,2024-02-15,73,Smart TV
U0341,C0316,2023-02-26,55,Desktop
U0123,C0194,2023-06-02,24,Smart TV
U0566,C0315,2023-11-09,81,Desktop
U0367,C0238,2024-03-11,54,Smart TV
U0947,C0149,2022-11-04,53,Mobile
U0465,C0380,2022-11-16,70,Tablet
U0129,C0074,2022-05-29,87,Desktop
U0677,C0357,2024-01-01,84,Mobile
U0123,C0162,2024-05-07,75,Mobile
